RespondentID,Is it rude to wake a passenger up if you are trying to go to the bathroom?,How often do you travel by plane?,Do you ever recline your seat when you fly?,How tall are you?,Do you have any children under 18?,Is it rude to move to an unsold seat on a plane?,"Generally speaking, is it rude to say more than a few words to the stranger sitting next to you on a plane?","On a 6 hour flight from NYC to LA, how many times is it acceptable to get up if you're not in an aisle seat?","Under normal circumstances, does a person who reclines their seat during a flight have any obligation to the person sitting behind them?",Is it rude to recline your seat on a plane?,"Given the opportunity, would you eliminate the possibility of reclining seats on planes entirely?",Is it rude to ask someone to switch seats with you in order to be closer to friends?,Is it rude to ask someone to switch seats with you in order to be closer to family?,Is it rude to wake a passenger up if you are trying to walk around?,"In general, is it rude to bring a baby on a plane?","In general, is it rude to knowingly bring unruly children on a plane?"
3432882886,"No, not at all rude",Once a month or less,Once in a while,"6'0""",No,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude"
3432882055,"No, not at all rude",Once a year or less,Usually,"5'3""",No,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432874714,"Yes, somewhat rude",Once a year or less,Always,"5'10""",No,"No, not rude at all","Yes, somewhat rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude"
3432870182,"Yes, somewhat rude",Once a month or less,Once in a while,"5'1""",No,"No, not rude at all","Yes, somewhat rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432863942,"No, not at all rude",Once a month or less,Never,"6'3""",Yes,"No, not rude at all","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude"
3432863119,"Yes, somewhat rude",Once a year or less,Always,"5'7""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude"
3432861352,"Yes, very rude",Once a year or less,Once in a while,"5'2""",No,"No, not rude at all","Yes, very rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, very rude","Yes, very rude"
3432860870,,Never,,,,,,,,,,,,,,
3432860498,"No, not at all rude",Once a month or less,Once in a while,"6'0""",Yes,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude"
3432859575,,Never,,,,,,,,,,,,,,
3432858420,"No, not at all rude",Once a year or less,Usually,"5'0""",No,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432855362,"Yes, very rude",Once a year or less,About half the time,"5'5""",No,"No, not rude at all","No, not at all rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"Yes, very rude","Yes, somewhat rude","Yes, very rude","Yes, somewhat rude","Yes, very rude"
3432855309,"No, not at all rude",Once a year or less,Once in a while,"6'2""",Yes,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude"
3432853095,"No, not at all rude",Once a year or less,Always,"5'11""",No,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",Yes,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude"
3432852647,"Yes, somewhat rude",Once a month or less,Usually,"5'2""",No,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude"
3432848594,"Yes, somewhat rude",Once a year or less,Usually,"5'7""",Yes,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, very rude"
3432848086,"No, not at all rude",Once a year or less,Never,"6'0""",No,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432843728,"Yes, somewhat rude",Once a year or less,Never,"6'0""",No,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432840422,"No, not at all rude",Once a year or less,Once in a while,"5'7""",Yes,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432839137,"No, not at all rude",Once a year or less,Usually,Under 5 ft.,No,"No, not rude at all","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude"
3432838747,,Never,,,,,,,,,,,,,,
3432837467,"No, not at all rude",Once a year or less,Once in a while,"5'11""",No,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude"
3432836941,"No, not at all rude",Once a year or less,Usually,"5'7""",No,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude"
3432833143,,Never,,,,,,,,,,,,,,
3432832379,"Yes, somewhat rude",Once a year or less,About half the time,"5'0""",No,"No, not rude at all","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude"
3432831602,"Yes, somewhat rude",Once a month or less,Always,"5'5""",No,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, somewhat rude","Yes, very rude"
3432831349,,Once a year or less,,,,,,,,,,,,,,
3432830879,"Yes, somewhat rude",Once a year or less,Usually,"5'5""",No,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude"
3432827955,"No, not at all rude",Once a month or less,Usually,"5'8""",No,"No, not rude at all","No, not at all rude",More than five times times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude"
3432826278,"Yes, very rude",Once a month or less,Never,"5'11""",No,"Yes, somewhat rude","Yes, very rude",It is not okay to get up during flight,"No, the person on the flight has no obligation to the person behind them","Yes, very rude",Yes,"Yes, very rude","Yes, very rude","Yes, very rude","No, not at all rude","Yes, very rude"
3432823175,,Never,,,,,,,,,,,,,,
3432814391,"No, not at all rude",Once a month or less,Once in a while,"6'0""",No,"No, not rude at all","Yes, somewhat rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude"
3432814266,,Never,,,,,,,,,,,,,,
3432813588,,Never,,,,,,,,,,,,,,
3432813538,,Never,,,,,,,,,,,,,,
3432809285,"Yes, somewhat rude",Once a year or less,About half the time,"5'9""",No,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude"
3432807061,"No, not at all rude",Once a year or less,About half the time,"5'2""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude"
3432800605,"No, not at all rude",Once a month or less,Usually,"5'5""",No,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, very rude"
3432799814,"No, not at all rude",Once a month or less,Once in a while,"5'5""",Yes,"No, not rude at all","No, not at all rude",Four times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude"
3432797272,"No, not at all rude",Once a month or less,Once in a while,"5'11""",No,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude"
3432793410,"Yes, somewhat rude",Once a month or less,About half the time,"5'2""",No,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, somewhat rude","Yes, somewhat rude"
3432792493,"No, not at all rude",Once a month or less,Once in a while,"5'7""",No,"No, not rude at all","Yes, somewhat rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, very rude","Yes, very rude"
3432791789,"No, not at all rude",Once a year or less,Once in a while,"6'3""",No,"No, not rude at all","Yes, very rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude","Yes, very rude"
